epoch,timestamp,val_i2t_recall@1,val_i2t_recall@5,val_i2t_recall@10,val_t2i_recall@1,val_t2i_recall@5,val_t2i_recall@10,val_avg_recall@1,val_avg_recall@5,val_avg_recall@10,val_i2t_median_rank,val_t2i_median_rank,val_i2t_mrr,val_t2i_mrr,val_avg_mrr,val_i2t_map,val_t2i_map,val_avg_map,val_text_score,val_image_score,val_group_score,test_i2t_recall@1,test_i2t_recall@5,test_i2t_recall@10,test_t2i_recall@1,test_t2i_recall@5,test_t2i_recall@10,test_avg_recall@1,test_avg_recall@5,test_avg_recall@10,test_i2t_median_rank,test_t2i_median_rank,test_i2t_mrr,test_t2i_mrr,test_avg_mrr,test_i2t_map,test_t2i_map,test_avg_map,test_text_score,test_image_score,test_group_score
0,2025-11-13T11:40:14.357912,42.5,82.5,91.875,38.125,76.875,85.0,40.3125,79.6875,88.4375,2.0,2.0,0.6052650546290967,0.571904221062593,0.5885846378458448,0.6052650546290967,0.571904221062593,0.5885846378458448,11.25,32.5,8.75,40.625,78.125,86.25,40.0,79.375,86.25,40.3125,78.75,86.25,2.0,2.0,0.585312072271698,0.5727982354110629,0.5790551538413804,0.585312072271698,0.5727982354110629,0.5790551538413804,15.0,32.5,11.25
