epoch,timestamp,val_i2t_recall@1,val_i2t_recall@5,val_i2t_recall@10,val_t2i_recall@1,val_t2i_recall@5,val_t2i_recall@10,val_avg_recall@1,val_avg_recall@5,val_avg_recall@10,val_i2t_median_rank,val_t2i_median_rank,val_i2t_mrr,val_t2i_mrr,val_avg_mrr,val_i2t_map,val_t2i_map,val_avg_map,val_text_score,val_image_score,val_group_score,test_i2t_recall@1,test_i2t_recall@5,test_i2t_recall@10,test_t2i_recall@1,test_t2i_recall@5,test_t2i_recall@10,test_avg_recall@1,test_avg_recall@5,test_avg_recall@10,test_i2t_median_rank,test_t2i_median_rank,test_i2t_mrr,test_t2i_mrr,test_avg_mrr,test_i2t_map,test_t2i_map,test_avg_map,test_text_score,test_image_score,test_group_score
0,2025-11-13T11:35:49.510682,45.0,87.5,97.5,38.75,85.625,93.75,41.875,86.5625,95.625,2.0,2.0,0.6453980721076309,0.6056420881918323,0.6255200801497316,0.6453980721076309,0.6056420881918323,0.6255200801497316,15.0,37.5,8.75,44.375,85.0,91.875,39.375,84.375,90.625,41.875,84.6875,91.25,2.0,2.0,0.6321349285693088,0.5943954175970897,0.6132651730831993,0.6321349285693088,0.5943954175970897,0.6132651730831993,12.5,26.25,10.0
